Ubigeo,Departamento,Provincia,Distrito,Prov + Distrito,Pob. Rural ('000s),Pob. Urbana  ('000s),Education Centres Rural - 2019,Education Centres  Urban - 2019,Non-reading population 2017,Teachers - Elementary,Teachers - Secondary,Average Years of Study,Budget 2022 (S/ Mn),Expenses 2022 (S/ Mn),Income 2022 (S/ Mn),Distritos's suspicious money laundry operations 2022,People with cellphone 2022,People with internet 2022,Poverty (%),Men Illiteracy (#),Women Illiteracy (#),Agricultural Tipology 2,Area KM2,Discrimination %,*EC_Rural,*EC_Urban,*EC_SQKM,*Pop_Density,*Teachers_Pop,*Teachers_EC,*D_Month-Income_PerCapita - Pounds,*Pop_Total,*Illiteracy_Total,*Illiteracy_Pop,*Cel_Pop,*Int_Pop,Income_Zscore,_classPoverty (%),_class*D_Month-Income_PerCapita - Pounds,_class*EC_SQKM,_class*Illiteracy_Pop,_class*Teachers_EC,_classDiscrimination %,_classDistritos's suspicious money laundry operations 2022,_class*Cel_Pop,_class*Int_Pop,Vulnerability_Score,EC_SQKM_Category,Teachers_EC_SCategory,Total Education Centres - 2019,Poverty (%) Normalized
150712,LIMA,HUAROCHIRI,SAN PEDRO DE LARAOS,HUAROCHIRISAN PEDRO DE LARAOS,34,671,0,5,20,3,8,9.2,45.63125,1.961,1.8531,,661.92,0.0,18.9,3,17,0.0,,13.8,,134.2,1127.1048963584876,,1.5602836879432624,2.2,45.998936170212765,705,20,0.028368794326241134,93.88936170212764,0.0,-0.08603728377953251,0,1,0,1,1,1,0,0,1,5,Below Mean,Below Mean,5,24.152709359605907
150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,HUAROCHIRISANTA CRUZ DE COCACHACRA,316,2429,0,10,73,14,23,10.4,71.11377,5.3447,4.0204,,2163.06,520.08,5.0,21,52,0.0,27.4320289,13.8,,242.9,364.53738206728127,100.0655113774687,1.3479052823315119,3.7,25.630965391621128,2745,73,0.026593806921675775,78.8,18.946448087431694,-0.23683820885252874,0,1,0,1,0,1,0,1,0,4,Below Mean,Above Mean,10,7.0344827586206895
150728,LIMA,HUAROCHIRI,SANTA EULALIA,HUAROCHIRISANTA EULALIA,789,12874,4,35,279,76,84,10.8,59.69292,16.429,17.214299999999998,,11792.42,3297.7799999999997,12.3,70,209,0.0,96.4996555,13.8,197.25,367.8285714285714,404.1465205023452,141.58599768265495,1.1710458903608285,4.102564102564102,22.048616702042008,13663,279,0.020420112713166946,86.30915611505526,24.13657322696333,-0.2633612975880243,0,1,0,1,0,1,0,1,0,4,Below Mean,Above Mean,39,16.02463054187192
150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,HUAROCHIRISANTIAGO DE ANCHUCAYA,5,339,0,5,16,3,8,8.5,5.09851,1.0352999999999999,1.0559,,425.52,11.82,14.4,1,15,0.0,78.900846,13.8,,67.8,63.370676659157745,4.359902554150053,3.1976744186046515,2.2,53.715843023255815,344,16,0.046511627906976744,100.0,3.436046511627907,-0.028902643083553354,0,0,1,1,1,1,0,0,1,5,Below Mean,Below Mean,5,18.610837438423648
150730,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,HUAROCHIRISANTIAGO DE TUNA,101,352,0,3,18,2,3,7.7,18.62606,1.3594000000000002,1.3699000000000001,,433.4,51.22,18.9,10,8,0.0,52.432329,13.8,,117.33333333333333,57.21660771544212,8.63970776503176,1.1037527593818985,1.6666666666666667,52.9210816777042,453,18,0.039735099337748346,95.67328918322295,11.306843267108167,-0.03478691832256809,0,0,1,1,1,1,0,0,0,4,Below Mean,Below Mean,3,24.152709359605907
150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,HUAROCHIRISANTO DOMINGO DE LOS OLLEROS,2968,501,20,9,72,48,38,8.7,51.20341,13.485299999999999,16.3745,,3155.94,248.22,18.9,15,57,0.0,479.9530117,13.8,148.4,55.666666666666664,60.42258157164513,7.227790878346102,2.4791006053617757,2.9655172413793105,82.60413663880081,3469,72,0.020755260882098586,90.97549726145864,7.155376189103488,0.1849812753666548,0,0,1,1,1,1,0,0,0,4,Below Mean,Above Mean,29,24.152709359605907
150732,LIMA,HUAROCHIRI,SURCO,HUAROCHIRISURCO,469,1089,5,6,35,12,9,9.3,15.25383,2.9708,3.7271,,1343.54,47.28,18.9,18,18,0.0,88.5548798,13.8,93.8,181.5,124.21675716621549,17.593609787723974,1.3478818998716302,1.9090909090909092,41.864088575096275,1558,36,0.023106546854942234,86.23491655969191,3.0346598202824135,-0.11665097864180173,0,1,1,1,1,1,0,1,1,7,Below Mean,Below Mean,11,24.152709359605907
150802,LIMA,HUAURA,AMBAR,HUAURAAMBAR,1837,487,23,5,146,42,25,7.0,16.75811,4.9176,5.546,,1154.42,23.64,38.5,26,119,1.0,778.2208189,13.8,79.8695652173913,97.4,35.97950519953637,2.9862989315615183,2.882960413080895,2.392857142857143,41.76204819277108,2324,145,0.06239242685025818,49.67383820998279,1.017211703958692,-0.1174064679449195,1,1,1,1,1,1,0,1,1,8,Below Mean,Below Mean,28,48.29064039408867
150803,LIMA,HUAURA,CALETA DE CARQUIN,HUAURACALETA DE CARQUIN,91,8227,0,15,148,37,14,10.0,30.06984,3.7384,4.9942,,5102.3,1639.04,12.4,92,56,1.0,2.8554038999999998,13.8,,548.4666666666667,5253.197279726347,2913.07299818425,0.6131281558066843,3.4,10.507153161817742,8318,148,0.017792738639095935,61.34046645828324,19.704736715556624,-0.34881229304955763,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,15,16.14778325123153
150804,LIMA,HUAURA,CHECRAS,HUAURACHECRAS,395,616,7,5,78,7,6,7.2,11.63766,1.8500999999999999,2.442,,1036.22,3.94,25.1,11,67,0.0,138.38244939999998,13.8,56.42857142857143,123.2,86.7161988534653,7.305839753404452,1.2858555885262115,1.0833333333333333,42.27002967359051,1011,78,0.0771513353115727,100.0,0.3897131552917903,-0.11364546111413415,1,1,1,1,1,1,0,0,1,7,Below Mean,Below Mean,12,31.78817733990148
150801,LIMA,HUAURA,HUACHO,HUAURAHUACHO,532,68889,3,148,758,512,509,11.8,833.30764,47.7139,74.4963,,68035.92,34258.3,7.0,171,587,1.0,588.1862343,13.8,177.33333333333334,465.4662162162162,256.72141099953654,118.02554352979355,1.4707365206493712,6.76158940397351,18.779407527981448,69421,758,0.010918886215986518,98.0048112242693,49.34861209144207,-0.2875659556300341,0,1,1,1,0,1,0,0,0,4,Below Mean,Above Mean,151,9.497536945812808
150805,LIMA,HUAURA,HUALMAY,HUAURAHUALMAY,76,29596,0,45,462,118,134,11.2,66.18884,10.3801,12.0373,,26681.68,11485.1,12.4,117,345,1.0,5.0525186,13.8,,657.6888888888889,8906.449151914057,5872.714649679865,0.8492855217039633,5.6,7.09937820167161,29672,462,0.015570234564572662,89.92208142356431,38.706861687786464,-0.3740428681528357,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,45,16.14778325123153
150806,LIMA,HUAURA,HUAURA,HUAURAHUAURA,3339,33823,23,73,1565,208,213,9.9,113.82292,17.3919,22.5732,,32055.84,9786.96,15.0,380,1185,1.0,397.7271475,13.8,145.17391304347825,463.32876712328766,241.37150456897086,93.43591513325099,1.132877670738927,4.385416666666667,10.629971476239168,37162,1565,0.04211291103815726,86.25972767881169,26.335934556805334,-0.3479029675388335,0,1,1,1,0,1,0,1,0,5,Below Mean,Above Mean,96,19.34975369458128
150807,LIMA,HUAURA,LEONCIO PRADO,HUAURALEONCIO PRADO,1479,579,21,5,84,12,16,7.5,33.49603,3.6327,3.5494,,1922.72,133.96,22.4,16,68,1.0,243.2480007,13.8,70.42857142857143,115.8,106.88679835056914,8.460501192518127,1.3605442176870748,1.0769230769230769,30.181972789115644,2058,84,0.04081632653061224,93.42662779397473,6.5092322643343055,-0.20314333895034026,0,1,1,1,1,1,0,0,0,5,Below Mean,Below Mean,26,28.463054187192114
150808,LIMA,HUAURA,PACCHO,HUAURAPACCHO,627,1066,14,3,86,12,11,7.3,18.67691,2.5562,2.9024,,1741.48,0.0,25.1,11,75,1.0,195.71046370000002,13.8,44.785714285714285,355.3333333333333,86.86301017639455,8.650533895802116,1.3585351447135263,1.3529411764705883,30.00118133490844,1693,86,0.050797401063201415,100.0,0.0,-0.2044818875390094,1,1,1,1,1,1,0,0,1,7,Below Mean,Below Mean,17,31.78817733990148
150809,LIMA,HUAURA,SANTA LEONOR,HUAURASANTA LEONOR,283,539,11,2,45,13,27,8.0,10.08946,4.2028,4.559699999999999,,843.16,7.88,22.4,10,35,1.0,310.2081487,13.8,25.727272727272727,269.5,41.90734529211934,2.649833679240161,4.866180048661801,3.076923076923077,97.07390510948903,822,45,0.05474452554744526,100.0,0.9586374695863746,0.2921129329427434,0,0,1,1,1,1,0,0,1,5,Below Mean,Above Mean,13,28.463054187192114
150810,LIMA,HUAURA,SANTA MARIA,HUAURASANTA MARIA,2252,36427,11,81,709,237,312,10.7,110.19222,26.7848,24.7278,,36531.68,10322.8,14.9,178,531,1.0,112.1235942,13.8,204.72727272727272,449.71604938271605,820.5231080614075,344.9675358337737,1.4193748545722484,5.967391304347826,11.187892654929032,38679,709,0.018330360143747254,94.4483569895809,26.688383877556294,-0.34377221584153234,0,1,0,1,0,1,0,0,0,3,Below Mean,Above Mean,92,19.226600985221676
150811,LIMA,HUAURA,SAYAN,HUAURASAYAN,7643,17566,28,55,1383,157,201,8.9,90.70784,23.8617,30.7411,,22938.68,5165.34,18.3,349,1034,1.0,1087.5268167,13.8,272.9642857142857,319.3818181818182,76.31995710400582,23.180118055841962,1.4201277321591494,4.313253012048193,21.340364552342418,25209,1383,0.05486135903843865,90.9940100757666,20.49006307271213,-0.2686050737364022,0,1,1,1,0,1,0,0,0,4,Below Mean,Above Mean,83,23.413793103448274
150812,LIMA,HUAURA,VEGUETA,HUAURAVEGUETA,3294,23934,18,58,1062,156,157,9.3,105.92088,12.700899999999999,21.263900000000003,,25791.239999999998,5449.0199999999995,18.9,279,782,1.0,212.1655166,13.8,183.0,412.6551724137931,358.21089693517143,128.33376712830062,1.1495519318348757,4.118421052631579,13.666749302188926,27228,1061,0.038967239606287646,94.72322609078888,20.012560599382986,-0.32541919090872723,0,1,0,1,0,1,0,0,0,3,Below Mean,Above Mean,76,24.152709359605907
150102,LIMA,LIMA,ANCÓN,LIMAANCÓN,0,67232,0,144,1060,346,271,10.4,209.15474,23.1402,22.781,,62807.54,19940.34,19.2,353,707,,,13.8,,466.8888888888889,1127.1048963584876,,0.9177177534507377,4.284722222222222,5.929728403141361,67232,1060,0.015766301761066158,93.41911589719182,29.65900166587339,-0.3827027525147673,0,1,0,1,0,1,0,0,0,3,Below Mean,Above Mean,144,24.522167487684726
150103,LIMA,LIMA,ATE,LIMAATE,0,624172,0,1200,10189,3580,2849,11.0,1974.37843,243.0075,252.8392,,603363.72,252514.6,17.2,1912,8276,,68.9656031,13.8,,520.1433333333333,17399.97833789697,9050.482732601522,1.030004550027877,5.3575,7.088888960094333,624172,10188,0.01632242394724531,96.66625865947206,40.45593201873843,-0.37412052867927514,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,1200,22.05911330049261
150104,LIMA,LIMA,BARRANCO,LIMABARRANCO,0,35379,0,100,175,349,482,13.1,320.86811,37.5469,44.514199999999995,,42603.22,33856.42,3.2,54,121,,2.279573,13.8,,353.79,43867.86472729761,15520.011861870622,2.3488510133129825,8.31,22.01866926707934,35379,175,0.004946437151982815,100.0,95.69637355493371,-0.2635830232054177,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,100,4.817733990147783
150105,LIMA,LIMA,BREÑA,LIMABREÑA,0,90414,0,164,517,569,667,12.6,389.69013,37.2489,44.223699999999994,,94583.64,66755.42,4.0,134,383,,2.6641773,13.8,,551.3048780487804,61557.46466273097,33936.93054887901,1.3670449266706484,7.536585365853658,8.559678257791932,90414,517,0.0057181409958634724,100.0,73.83305682748247,-0.36323105966484653,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,164,5.80295566502463
150106,LIMA,LIMA,CARABAYLLO,LIMACARABAYLLO,4667,346322,22,667,5854,1737,1386,10.7,758.76312,101.0688,98.80630000000001,,315357.6,111253.78,19.2,1265,4589,1.0,296.12591630000003,13.8,212.13636363636363,519.223388305847,2326.712935527014,1185.2694434364169,0.8897714743197079,4.532656023222061,4.926394416919048,350989,5854,0.01667858536877224,89.84828584371589,31.69722697862326,-0.39013126343145293,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,689,24.522167487684726
150107,LIMA,LIMA,CHACLACAYO,LIMACHACLACAYO,0,43400,0,119,665,332,394,11.8,173.90878,22.583,23.5527,,41039.04,23781.84,9.7,122,543,,35.307394099999996,13.8,,364.70588235294116,3370.3988366561443,1229.2042816040055,1.672811059907834,6.100840336134453,9.497056451612902,43400,665,0.01532258064516129,94.56,54.79686635944701,-0.35629087400236337,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,119,12.822660098522167
150108,LIMA,LIMA,CHORRILLOS,LIMACHORRILLOS,0,339701,0,602,4029,1956,1700,11.6,1233.26343,136.398,158.9556,,304975.7,178190.44,11.6,889,3139,,30.7789136,13.8,,564.2873754152824,19558.844987953053,11036.809304406379,1.0762405762714857,6.073089700996678,8.188739509156582,339701,4028,0.011857486436601599,89.77768684813998,52.4550825578965,-0.36597742586144505,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,602,15.16256157635468
150109,LIMA,LIMA,CIENEGUILLA,LIMACIENEGUILLA,239,35645,1,72,771,138,138,10.4,155.79034,42.2541,43.1854,,35633.36,8880.76,17.5,173,598,1.0,188.05909530000002,13.8,239.0,495.06944444444446,388.1758544225007,190.8123610972194,0.7691450228514101,3.780821917808219,21.060765243562592,35884,771,0.02148589900791439,99.30152714301639,24.74852301861554,-0.27067517855303347,0,1,0,1,0,1,0,0,0,3,Below Mean,Above Mean,73,22.428571428571427
150110,LIMA,LIMA,COMAS,LIMACOMAS,0,553537,0,993,7376,2791,2616,11.2,900.96491,150.2097,115.3117,,473371.3,235773.54,16.0,1573,5803,1.0,40.4188228,13.8,,557.4390735146022,24567.761533124118,13695.03022735239,0.9768091383231835,5.445115810674723,3.6455643434856206,553537,7376,0.01332521583923026,85.5175534788099,42.59399823318044,-0.39961430727684627,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,993,20.58128078817734
150111,LIMA,LIMA,EL AGUSTINO,LIMAEL AGUSTINO,0,212165,0,283,3809,854,646,10.8,528.725,55.8504,52.322300000000006,,184730.84,86798.2,16.7,811,2998,,10.95781,13.8,,749.6996466431095,25826.328436065236,19361.989302607,0.7069969127801475,5.30035335689046,4.315698866448283,212165,3809,0.017953008271863878,87.06942238352225,40.910706289915865,-0.39465274742954226,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,283,21.44334975369458
150112,LIMA,LIMA,INDEPENDENCIA,LIMAINDEPENDENCIA,0,219163,0,316,4052,940,832,10.8,699.23963,71.43060000000001,71.6275,,193119.1,88803.66,20.6,871,3181,,13.3648733,13.8,,693.5537974683544,23644.070011497977,16398.43454408206,0.8085306370144596,5.6075949367088604,5.719401769459261,219163,4052,0.01848852224143674,88.11665290217783,40.5194581202119,-0.3842599744526585,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,316,26.24630541871921
150113,LIMA,LIMA,JESUS MARIA,LIMAJESUS MARIA,0,77955,0,130,261,373,599,13.8,783.83211,93.08539999999999,85.76389999999999,,89958.08,77799.24,0.5,76,185,,3.6100022,13.8,,599.6538461538462,36011.05838661262,21594.169665602974,1.2468731960746584,7.476923076923077,19.25300814572509,77955,261,0.0033480854339041754,100.0,99.8001924187031,-0.2840594987499039,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,130,1.4926108374384237
150114,LIMA,LIMA,LA MOLINA,LIMALA MOLINA,0,153614,0,274,680,1147,1307,13.8,1464.1549,138.1645,146.004,,154641.06,137710.88,1.2,167,514,1.0,40.34167,13.8,,560.6350364963504,6791.984565834781,3807.8245149494305,1.5975106435611337,8.956204379562044,16.63305427890687,153614,681,0.004433189683231997,100.0,89.64734985092505,-0.3034571830386124,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,274,2.3546798029556646
150115,LIMA,LIMA,LA VICTORIA,LIMALA VICTORIA,0,189083,0,304,2123,972,851,11.4,981.65461,123.24610000000001,128.7373,,183470.04,96967.34,11.1,568,1555,,7.581010600000001,13.8,,621.983552631579,40100.1945571742,24941.661471888718,0.9641268649217539,5.996710526315789,11.914887906369161,189083,2123,0.011227873473553942,97.03148352839759,51.282949815689406,-0.3383896690167854,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,304,14.546798029556651
150101,LIMA,LIMA,LIMA,LIMALIMA,0,273142,0,550,2685,1638,1748,12.0,14341.42211,1501.1069,1643.5323,,283179.62,176720.82,8.0,716,1970,,17.8674744,13.8,,496.6218181818182,30782.19045888209,15287.107393309041,1.2396482415739798,6.156363636363636,105.2998632579391,273142,2686,0.009833712867299792,100.0,64.6992480101925,0.35301650119127337,0,0,0,1,0,1,0,0,0,2,Above Mean,Above Mean,550,10.729064039408868
150116,LIMA,LIMA,LINCE,LIMALINCE,0,58460,0,105,212,255,316,13.3,482.21179,56.7014,64.81530000000001,,67882.26,52922.08,1.5,53,159,,2.2820241,13.8,,556.7619047619048,46011.784012272255,25617.60850816606,0.9767362299007869,5.438095238095238,19.402458946288064,58460,212,0.0036264112213479304,100.0,90.52699281560041,-0.2829529909282467,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,105,2.7241379310344827
150117,LIMA,LIMA,LOS OLIVOS,LIMALOS OLIVOS,0,343878,0,812,3130,2257,2236,12.0,646.09771,90.975,89.85560000000001,,332591.16,212988.52,7.9,682,2448,,15.1372777,13.8,,423.4950738916256,53642.406256443326,22717.294801297066,1.306568027032843,5.533251231527093,4.572764177993359,343878,3130,0.009102065267333183,96.7177778165512,61.93723355376034,-0.3927494804224077,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,812,10.605911330049262
150118,LIMA,LIMA,LURIGANCHO,LIMALURIGANCHO,0,256294,2,505,5465,1291,1269,10.7,822.67724,130.74530000000001,131.4919,,240734.0,83319.18,18.2,1127,4337,,204.79207409999998,13.8,0.0,507.5128712871287,2475.681748076011,1251.483980160539,0.9988528798957447,5.04930966469428,8.978392978376394,256294,5464,0.0213192661552748,93.92884733938368,32.50921988029372,-0.3601309684533948,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,507,23.29064039408867
150119,LIMA,LIMA,LURIN,LIMALURIN,1546,95957,0,191,1511,554,424,10.7,631.34009,72.9723,84.6262,,87487.7,28982.64,18.3,380,1131,1.0,155.4849519,13.8,,502.39267015706804,1228.4146965092898,627.0896238415983,1.003046060121227,5.12041884816754,15.188850599468731,97503,1511,0.015496959067926116,89.72821349086695,29.724870003999875,-0.3141498167437829,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,191,23.413793103448274
150120,LIMA,LIMA,MAGDALENA DEL MAR,LIMAMAGDALENA DEL MAR,0,61656,0,105,263,322,311,13.7,448.71832,57.4805,67.1221,,73000.31999999999,62512.04,0.8,107,155,,2.710428,13.8,,587.2,38739.26922242539,22747.69888740819,1.0266640716231996,6.0285714285714285,19.05145890099909,61656,262,0.004249383677176592,100.0,100.0,-0.2855517344214314,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,105,1.8620689655172413
150122,LIMA,LIMA,MIRAFLORES,LIMAMIRAFLORES,0,103090,0,165,227,719,789,14.4,2280.04757,230.3059,311.8696,,142793.48,131056.22,0.1,77,149,,7.601897500000001,13.8,,624.7878787878788,21705.10717883265,13561.087873126413,1.4627994955863808,9.139393939393939,52.9412940149384,103090,226,0.0021922591909981567,100.0,100.0,-0.03463726968128036,0,0,0,1,0,1,0,0,0,2,Above Mean,Above Mean,165,1.0
150123,LIMA,LIMA,PACHACAMAC,LIMAPACHACAMAC,1308,120674,8,284,2456,672,571,10.2,434.66646,69.5205,62.6312,,111872.36,26610.76,20.0,540,1916,1.0,153.4722254,13.8,163.5,424.90845070422534,1902.6243949936231,794.8148251716169,1.019002803692348,4.256849315068493,8.98530930793068,121982,2456,0.020134118148579298,91.7121870439901,21.81531701398567,-0.36007976114824725,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,292,25.507389162561573
150124,LIMA,LIMA,PUCUSANA,LIMAPUCUSANA,0,15125,0,44,229,84,81,10.2,124.54763,18.1635,19.6481,,15791.52,3396.2799999999997,23.7,60,169,1.0,24.1249649,13.8,,343.75,1823.8368504320604,626.9439173360207,1.090909090909091,3.75,22.733338842975208,15125,229,0.015140495867768595,100.0,22.454743801652892,-0.25829173354587537,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,44,30.064039408866993
150121,LIMA,LIMA,PUEBLO LIBRE,LIMAPUEBLO LIBRE,0,89199,0,117,294,487,412,13.7,450.86607,49.842400000000005,53.164699999999996,,99890.81999999999,85848.66,0.8,86,208,,,13.8,,762.3846153846154,1127.1048963584876,,1.0078588324981221,7.683760683760684,10.43041121537237,89199,294,0.0032960010762452495,100.0,96.24397134497023,-0.34938047711863673,0,1,0,1,0,1,0,0,0,3,Below Mean,Above Mean,117,1.8620689655172413
150125,LIMA,LIMA,PUENTE PIEDRA,LIMAPUENTE PIEDRA,0,354351,0,752,6505,1956,1715,10.4,798.69177,125.0886,154.2665,,317887.08,106076.62,22.7,1358,5146,1.0,40.7768561,13.8,,471.2114361702128,18441.833724400345,8690.00295488695,1.035978450745165,4.881648936170213,7.618614735107281,354351,6504,0.01835468222186476,89.70966076009381,29.9354651179198,-0.3701985308634237,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,752,28.83251231527093
150126,LIMA,LIMA,PUNTA HERMOSA,LIMAPUNTA HERMOSA,34,16763,0,18,224,18,24,10.9,142.6356,19.738,25.619,,20633.78,6272.48,19.2,53,171,1.0,101.44363050000001,13.8,,931.2777777777778,177.4384444965226,165.57964178933835,0.2500446508305055,2.3333333333333335,26.691224623444658,16797,224,0.013335714710960291,100.0,37.34285884384116,-0.22898823328479925,0,1,1,1,1,1,0,0,0,5,Below Mean,Below Mean,18,24.522167487684726
150127,LIMA,LIMA,PUNTA NEGRA,LIMAPUNTA NEGRA,1,7505,0,28,103,59,56,11.3,80.79052,13.4305,17.005200000000002,,7552.98,3743.0,14.3,31,72,1.0,107.2098887,13.8,,268.0357142857143,261.16993814209604,70.01219841766331,1.532107647215561,4.107142857142857,39.647082334132705,7506,103,0.013722355448974153,100.0,49.86677324806821,-0.1330653085553794,0,1,1,1,0,1,0,0,0,4,Below Mean,Above Mean,28,18.48768472906404
150128,LIMA,LIMA,RIMAC,LIMARIMAC,0,179011,0,288,2155,921,929,11.4,386.80455,45.8566,46.8091,,173068.44,92097.5,11.4,531,1624,,10.107447500000001,13.8,,621.5659722222222,28493.840804020994,17710.801861696535,1.0334560446006111,6.423611111111111,4.576027450827044,179011,2155,0.012038366357374687,96.68033807978281,51.44795571221881,-0.39272531971600083,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,288,14.916256157635468
150129,LIMA,LIMA,SAN BARTOLO,LIMASAN BARTOLO,188,7817,0,14,105,40,44,11.4,88.68859,10.931,11.9932,,7840.599999999999,3364.7599999999998,13.3,33,72,,44.6893051,13.8,,558.3571428571429,313.27405894257237,179.1256315596637,1.0493441599000624,6.0,26.218738288569643,8005,105,0.01311680199875078,97.94628357276702,42.03322923173017,-0.23248644020771925,0,1,0,1,0,1,0,0,0,3,Below Mean,Above Mean,14,17.25615763546798
150130,LIMA,LIMA,SAN BORJA,LIMASAN BORJA,0,121793,0,147,471,478,526,14.1,1242.35375,155.44570000000002,160.2128,,133668.44,121190.45999999999,0.5,140,331,,8.6195811,13.8,,828.5238095238095,17054.19303961303,14129.804985534623,0.8243495110556436,6.829931972789115,23.020403471463872,121793,471,0.003867217327761037,100.0,99.5052753442316,-0.2561663567961538,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,147,1.4926108374384237
150131,LIMA,LIMA,SAN ISIDRO,LIMASAN ISIDRO,0,65333,0,100,140,463,458,14.4,2516.72853,264.679,289.40959999999995,,80194.76,75261.88,0.1,58,83,,8.0623416,13.8,,653.33,12403.344457644911,8103.477034513149,1.409701069903418,9.21,77.52082408583715,65333,141,0.0021581742763993692,100.0,100.0,0.14734531036282542,0,0,0,1,0,1,0,0,0,2,Above Mean,Above Mean,100,1.0
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,LIMASAN JUAN DE LURIGANCHO,0,1114319,0,1724,17309,5192,4604,10.8,1703.49748,216.2057,257.5846,,990902.12,396777.7,17.7,3719,13589,1.0,116.4695647,13.8,,646.356728538283,14802.150282270266,9567.469431780231,0.8791019447752395,5.682134570765661,4.0452783269422845,1114319,17308,0.015532356533452269,88.92445700019474,35.60719147748535,-0.3966548942295125,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,1724,22.674876847290637
150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,LIMASAN JUAN DE MIRAFLORES,0,401098,0,735,6797,2170,1917,11.0,792.30019,109.6989,101.846,,323174.56,164400.44,15.2,1365,5432,,18.6533679,13.8,,545.7115646258503,39403.072085443615,21502.712118812604,1.0189529740861336,5.560544217687075,4.443564914310218,401098,6797,0.016945983275907635,80.57246857376501,40.98759904063346,-0.3937060493753957,0,1,0,1,0,1,0,1,0,4,Above Mean,Above Mean,735,19.59605911330049
150134,LIMA,LIMA,SAN LUIS,LIMASAN LUIS,0,55418,0,143,387,364,347,12.4,275.59296,26.6373,29.8338,,54431.1,36523.8,5.5,97,289,,2.8938103,13.8,,387.53846153846155,49415.81692483436,19150.529666716575,1.2829766501858604,4.972027972027972,9.420973329964994,55418,386,0.006965245948969649,98.21917066657042,65.90602331372479,-0.3568541802468424,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,143,7.65024630541872
150135,LIMA,LIMA,SAN MARTIN DE PORRES,LIMASAN MARTIN DE PORRES,0,704999,0,1376,6824,3576,3049,11.7,1257.44038,156.2262,145.4099,,648906.1799999999,372408.8,10.3,1583,5241,1.0,30.1321337,13.8,,512.3539244186046,45665.53479749095,23396.915964168842,0.9397176449895673,4.81468023255814,3.609470722653507,704999,6824,0.009679446353824615,92.04356034547565,52.82401819009672,-0.3998815381890409,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,1376,13.561576354679804
150136,LIMA,LIMA,SAN MIGUEL,LIMASAN MIGUEL,0,162589,0,302,827,862,1030,13.4,846.31691,97.1575,109.4558,,175042.38,145795.76,1.6,258,569,,7.962428399999999,13.8,,538.3741721854304,37928.127554654064,20419.524274780295,1.1636703590033766,6.264900662251655,11.781095277048262,162589,827,0.005086444962451335,100.0,89.67135538074533,-0.3393802464527441,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,302,2.8472906403940885
150137,LIMA,LIMA,SANTA ANITA,LIMASANTA ANITA,0,213072,0,338,3050,1083,1015,11.3,519.11171,83.4,77.6117,,204222.02,102609.42,9.6,569,2481,,8.9310946,13.8,,630.3905325443787,37845.30509843665,23857.322035307967,0.9846436885184351,6.207100591715976,6.374393397536982,213072,3050,0.014314410152436735,95.84648381767666,48.157158143726065,-0.3794105299742224,0,1,0,1,0,1,0,0,0,3,Above Mean,Above Mean,338,12.69950738916256
